"NO2_Schall","NO2_Verkehr","NO2_Zeit","O3_Schall","O3_Verkehr","O3_Zeit","PM2.5_Schall","PM2.5_Verkehr","PM2.5_Zeit","PM10_Schall","PM10_Verkehr","PM10_Zeit"
0.357,0.342,0.281,0.414,0.327,0.255,0.566,0.001,0.828,1.004,0.882,1.071
